INST CODE,INSTITUTE NAME,PLACE,DIST,COED,TYPE,YEAR OF ESTB,BRANCH,BRANCH NAME,OC BOYS,OC GIRLS,BC_A BOYS,BC_A GIRLS,BC_B BOYS,BC_B GIRLS,BC_C BOYS,BC_C GIRLS,BC_D BOYS,BC_D GIRLS,BC_E BOYS,BC_E GIRLS,SC_BOYS,SC_GIRLS,ST_BOYS,ST_GIRLS,TUITION FEE,AFFILIATED
SIEI,SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2008,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),83215,83215,83215,83215,83215,83215,83215,83215,83215,83215,83215,83215,83215,84611,83215,83215,56000,JNTUH
SIEI,SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2008,CSE,COMPUTER SCIENCE  AND  ENGINEERING,62099,62099,80496,80496,86170,86170,62099,62099,77229,79399,62099,62099,80315,80315,75070,76745,56000,JNTUH
SIEI,SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2008,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),64747,64747,81365,81365,65191,76308,64747,64747,67696,67696,64747,64747,84502,86073,84498,84498,56000,JNTUH
SIEI,SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,55679,75187,55679,75187,68306,75187,55679,75187,70624,75187,64783,75187,86189,86189,79007,79007,56000,JNTUH
SIEI,SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,77371,77371,77371,77371,77371,77371,77371,77371,77371,79713,77371,77371,77371,77371,84062,84062,56000,JNTUH
SIEI,SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2008,MEC,MECHANICAL ENGINEERING,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,56000,JNTUH
SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,GHATKESAR,MDL,COED,PVT,2008,CIV,CIVIL ENGINEERING,34311,34311,34311,34311,34311,34311,34311,34311,34311,34311,34311,34311,72979,72979,75031,80610,63000,JNTUH
SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,GHATKESAR,MDL,COED,PVT,2008,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),65573,71924,66806,71924,73529,73529,65573,71924,81676,81676,80911,80911,85463,85463,67059,71924,63000,JNTUH
SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,GHATKESAR,MDL,COED,PVT,2008,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),60540,76750,60540,76750,61822,76750,60540,76750,62538,76750,60540,76750,85699,85699,77113,77113,63000,JNTUH
SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,GHATKESAR,MDL,COED,PVT,2008,CSE,COMPUTER SCIENCE  AND  ENGINEERING,39167,49205,81765,85513,84228,84228,53537,53537,71742,71742,53523,53523,85791,85827,82959,83182,63000,JNTUH
SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,GHATKESAR,MDL,COED,PVT,2008,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),23617,70423,46773,70423,77618,77618,83633,83633,80917,80917,56743,70423,81975,81975,80118,85805,63000,JNTUH
SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,GHATKESAR,MDL,COED,PVT,2008,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),85545,85545,85545,85545,85545,85545,85545,85545,85545,85545,85545,85545,85545,85545,85887,85887,63000,JNTUH
SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,GHATKESAR,MDL,COED,PVT,2008,CSW,COMPUTER ENGINEERING(SOFTWARE ENGINEERING),85383,85383,85383,85383,85383,85383,85383,85383,85383,85383,85383,85383,85383,85383,85383,85383,63000,JNTUH
SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,GHATKESAR,MDL,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,45233,81176,59212,81176,71533,81176,76493,81176,60582,81176,45233,81176,77283,81176,72482,81176,63000,JNTUH
SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,GHATKESAR,MDL,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,63000,JNTUH
SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,GHATKESAR,MDL,COED,PVT,2008,MEC,MECHANICAL ENGINEERING,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,63000,JNTUH
SMSK,SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,2005,CIV,CIVIL ENGINEERING,85138,85138,85893,85893,85138,85138,85138,85138,85138,85138,85138,85138,85138,85138,85138,85138,62000,JNTUH
SMSK,SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,2005,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),54933,54981,81814,81814,74657,82237,54933,84110,78440,82399,54933,54981,80740,80740,86168,86168,62000,JNTUH
SMSK,SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,2005,CSE,COMPUTER SCIENCE  AND  ENGINEERING,37124,47476,81794,85016,61200,61200,37124,47476,67779,67779,69017,78621,77860,79746,56742,71758,62000,JNTUH
SMSK,SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,2005,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),67580,67580,67580,67580,84209,84209,67580,67580,75032,82857,67580,67580,79712,79712,76109,76109,62000,JNTUH
SMSK,SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,2005,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,66624,66624,66624,66624,75311,75311,66624,66624,82643,82643,66624,66624,85621,85621,79427,85107,62000,JNTUH
SMSK,SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,2005,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,38224,63369,48093,63369,53809,63369,38224,63369,63188,63369,38224,63369,80203,80203,75985,80322,62000,JNTUH
SMSK,SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,2005,MEC,MECHANICAL ENGINEERING,72353,72353,72353,72353,72353,72353,72353,72353,72353,72353,72353,76050,84237,85970,84578,84578,62000,JNTUH
SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,1997,CIV,CIVIL ENGINEERING,14929,14929,71230,71230,31321,31321,26122,26122,25795,49256,45303,45303,49652,64275,26723,44115,130000,JNTUH
SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,1997,CSE,COMPUTER SCIENCE  AND  ENGINEERING,3340,3923,12682,17500,6488,8630,20014,20014,6052,8200,10393,13467,20688,24353,14838,19053,130000,JNTUH
SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,1997,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,7560,7895,29708,37397,13805,15767,39673,39673,14031,15999,28890,38687,43391,47170,26491,36163,130000,JNTUH
SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,1997,ECM,ELECTRONICS AND COMPUTER ENGINEERING,15338,15357,71762,71762,24832,24832,15338,23718,22294,23383,63322,63322,81215,81215,53152,63423,130000,JNTUH
SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,1997,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,12168,12783,47687,54173,26856,35622,60902,60902,22431,23874,27646,42753,54018,65769,30683,32881,130000,JNTUH
SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,1997,INF,INFORMATION TECHNOLOGY,6051,6396,24155,30807,12118,12118,24287,40477,10338,12047,26608,29077,42097,48475,27560,39428,130000,JNTUH
SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,1997,MEC,MECHANICAL ENGINEERING,19535,31416,80841,83632,49044,71325,58884,58884,35197,64391,68051,79469,67950,78334,34231,78649,130000,JNTUH
SNTI,SCIENT INSTITUTE OF TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2001,CSE,COMPUTER SCIENCE  AND  ENGINEERING,46097,49187,82101,84324,83505,86013,70198,70198,70479,70479,77700,77700,78708,78708,85935,85935,58000,JNTUH
SNTI,SCIENT INSTITUTE OF TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,55510,55510,72344,72344,70683,79151,66597,66597,76632,79261,65364,82231,75941,75941,85766,85766,58000,JNTUH
SNTI,SCIENT INSTITUTE OF TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,78078,79314,80478,80478,82873,82873,78078,79314,85468,85468,82998,84146,78078,79314,85971,85971,58000,JNTUH
SPEC,ST PETERS ENGINEERING COLLEGE,MEDCHAL,MDL,COED,PVT,2007,CIV,CIVIL ENGINEERING,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,75000,JNTUH
SPEC,ST PETERS ENGINEERING COLLEGE,MEDCHAL,MDL,COED,PVT,2007,CSE,COMPUTER SCIENCE  AND  ENGINEERING,29173,29173,72411,77004,43348,48629,41322,42483,40257,41141,75487,75487,77531,79893,72230,79948,75000,JNTUH
SPEC,ST PETERS ENGINEERING COLLEGE,MEDCHAL,MDL,COED,PVT,2007,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),57669,57669,71400,82222,57669,77678,57669,58815,57669,74279,77588,77588,82544,82544,84996,84996,75000,JNTUH
SPEC,ST PETERS ENGINEERING COLLEGE,MEDCHAL,MDL,COED,PVT,2007,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,42621,47135,60640,82089,65680,69969,47429,47429,53108,55180,67316,67316,85750,85750,80576,80576,75000,JNTUH
SPEC,ST PETERS ENGINEERING COLLEGE,MEDCHAL,MDL,COED,PVT,2007,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,66208,76193,66208,76193,66208,76193,66208,76193,82792,82792,66208,76193,85207,85207,66208,76193,75000,JNTUH
SPEC,ST PETERS ENGINEERING COLLEGE,MEDCHAL,MDL,COED,PVT,2007,INF,INFORMATION TECHNOLOGY,46748,46748,79826,79826,52317,73838,48585,48585,48207,57182,76478,76478,82940,82940,79701,79701,75000,JNTUH
SPEC,ST PETERS ENGINEERING COLLEGE,MEDCHAL,MDL,COED,PVT,2007,MEC,MECHANICAL ENGINEERING,33372,33372,33372,33372,33372,33372,33372,33372,33372,33372,33372,33372,74656,74656,33372,33372,75000,JNTUH
SPHN,SPHOORTHY ENGINEERING COLLEGE,NADERGUL,RR,COED,PVT,2004,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),68278,70466,83491,83491,81979,82181,68278,70466,68278,73802,68278,70466,72692,72692,73814,73814,72000,JNTUH
SPHN,SPHOORTHY ENGINEERING COLLEGE,NADERGUL,RR,COED,PVT,2004,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),76724,76724,76724,76724,76724,76724,76724,76724,76724,76724,79526,79526,76724,84148,76724,76724,72000,JNTUH
SPHN,SPHOORTHY ENGINEERING COLLEGE,NADERGUL,RR,COED,PVT,2004,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),68725,68725,68725,68725,77445,77445,68725,84218,82354,82354,68725,68725,69260,69260,68725,80878,72000,JNTUH
SPHN,SPHOORTHY ENGINEERING COLLEGE,NADERGUL,RR,COED,PVT,2004,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),82816,82816,82816,82816,82816,82816,82816,82816,82816,82816,82816,82816,82816,82816,82816,82816,72000,JNTUH
SRHP,S R UNIVERSITY ( FORMERLY S R ENGINEERING COLLEGE),HASANPARTHY,WGU,COED,PVT,2002,CIV,CIVIL ENGINEERING,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,115000, S R UNIVERSITY
SRHP,S R UNIVERSITY ( FORMERLY S R ENGINEERING COLLEGE),HASANPARTHY,WGU,COED,PVT,2002,CSE,COMPUTER SCIENCE  AND  ENGINEERING,15733,15733,58558,58749,30117,30117,75838,75838,24461,25637,34646,35785,59178,61328,40699,59345,115000, S R UNIVERSITY
SRHP,S R UNIVERSITY ( FORMERLY S R ENGINEERING COLLEGE),HASANPARTHY,WGU,COED,PVT,2002,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,22002,23932,75174,75174,44442,45142,23073,23932,35196,35196,66161,70321,74259,76676,57521,67249,115000, S R UNIVERSITY
SRHP,S R UNIVERSITY ( FORMERLY S R ENGINEERING COLLEGE),HASANPARTHY,WGU,COED,PVT,2002,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,33344,33344,76261,76261,67078,77965,33344,33344,54205,54205,76341,76341,80939,85529,64780,67447,115000, S R UNIVERSITY
SRHP,S R UNIVERSITY ( FORMERLY S R ENGINEERING COLLEGE),HASANPARTHY,WGU,COED,PVT,2002,MEC,MECHANICAL ENGINEERING,36204,36204,84613,84613,86016,86016,36204,36204,75849,75849,73117,75206,86143,86143,85625,85625,115000, S R UNIVERSITY
SRIW,SUMATHI REDDY INST OF TECHNOLOGY FOR WOMEN,HASANPARTHY,WGU,GIRLS,PVT,2009,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),NA,86187,NA,86187,NA,86187,NA,86187,NA,86187,NA,86187,NA,86187,NA,85140,65000,JNTUH
SRIW,SUMATHI REDDY INST OF TECHNOLOGY FOR WOMEN,HASANPARTHY,WGU,GIRLS,PVT,2009,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),NA,54201,NA,54201,NA,68612,NA,54201,NA,60149,NA,54201,NA,74179,NA,54201,65000,JNTUH
SRIW,SUMATHI REDDY INST OF TECHNOLOGY FOR WOMEN,HASANPARTHY,WGU,GIRLS,PVT,2009,CSE,COMPUTER SCIENCE  AND  ENGINEERING,NA,37200,NA,84087,NA,49441,NA,55627,NA,52830,NA,60218,NA,76741,NA,85594,65000,JNTUH
SRIW,SUMATHI REDDY INST OF TECHNOLOGY FOR WOMEN,HASANPARTHY,WGU,GIRLS,PVT,2009,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),NA,66056,NA,70032,NA,84280,NA,66056,NA,66056,NA,81221,NA,79758,NA,66056,65000,JNTUH
SRIW,SUMATHI REDDY INST OF TECHNOLOGY FOR WOMEN,HASANPARTHY,WGU,GIRLS,PVT,2009,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,61642,NA,62163,NA,84244,NA,61642,NA,82777,NA,61642,NA,73982,NA,79182,65000,JNTUH
SRYS,SREYAS INST OF ENGG AND TECHNOLOGY,NAGOLE,MDL,COED,PVT,2011,CIV,CIVIL ENGINEERING,52090,52090,52090,52090,83731,83731,52090,52090,83285,83285,52090,52090,82227,85217,71528,71528,81000,JNTUH
SRYS,SREYAS INST OF ENGG AND TECHNOLOGY,NAGOLE,MDL,COED,PVT,2011,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),55507,55507,82006,82006,76642,76642,55507,55507,78185,82936,75167,78875,70415,70415,80554,80554,81000,JNTUH
SRYS,SREYAS INST OF ENGG AND TECHNOLOGY,NAGOLE,MDL,COED,PVT,2011,CSE,COMPUTER SCIENCE  AND  ENGINEERING,25715,25949,61522,64841,38272,41418,53392,53392,34480,34836,63930,71009,79199,82161,64475,64662,81000,JNTUH
SRYS,SREYAS INST OF ENGG AND TECHNOLOGY,NAGOLE,MDL,COED,PVT,2011,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),43571,44566,77871,77871,81266,81266,65382,65382,52997,52997,68764,68764,71214,78934,58294,58294,81000,JNTUH
SRYS,SREYAS INST OF ENGG AND TECHNOLOGY,NAGOLE,MDL,COED,PVT,2011,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,38406,38406,69687,78033,52969,52969,52894,52894,56883,62935,55501,56422,82911,82911,58357,58357,81000,JNTUH
SRYS,SREYAS INST OF ENGG AND TECHNOLOGY,NAGOLE,MDL,COED,PVT,2011,MEC,MECHANICAL ENGINEERING,40873,49825,74299,74299,77775,77775,40873,49825,60950,60950,40873,49825,85847,85847,76394,83586,81000,JNTUH
STLW,STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN,ABIDS,HYD,GIRLS,PVT,2008,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,NA,30386,NA,45176,NA,40623,NA,53432,NA,34664,NA,39854,NA,84202,NA,49720,78000,OU
STLW,STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN,ABIDS,HYD,GIRLS,PVT,2008,CME,COMPUTER ENGINEERING,NA,44747,NA,73167,NA,73203,NA,44747,NA,64917,NA,68082,NA,77461,NA,72542,78000,OU
STLW,STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN,ABIDS,HYD,GIRLS,PVT,2008,CSE,COMPUTER SCIENCE  AND  ENGINEERING,NA,18676,NA,41671,NA,33830,NA,41204,NA,32501,NA,29543,NA,70677,NA,77022,78000,OU
STLW,STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN,ABIDS,HYD,GIRLS,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,38223,NA,75035,NA,58907,NA,71724,NA,58428,NA,51825,NA,84156,NA,62405,78000,OU
STLW,STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN,ABIDS,HYD,GIRLS,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,NA,45339,NA,81607,NA,70886,NA,45339,NA,73377,NA,67938,NA,86182,NA,75526,78000,OU
STLW,STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN,ABIDS,HYD,GIRLS,PVT,2008,INF,INFORMATION TECHNOLOGY,NA,25321,NA,67582,NA,52982,NA,56367,NA,56099,NA,40369,NA,86172,NA,80353,78000,OU
SVES,SRI VENKATESWARA ENGINEERING COLLEGE,SURYAPETA,SRP,COED,PVT,1998,CIV,CIVIL ENGINEERING,65734,71441,83787,83787,65734,71441,65734,71441,67523,71441,81977,81977,80889,80889,74469,86090,50000,JNTUH
SVES,SRI VENKATESWARA ENGINEERING COLLEGE,SURYAPETA,SRP,COED,PVT,1998,CSE,COMPUTER SCIENCE  AND  ENGINEERING,46556,46556,83877,83877,71963,83849,46556,46556,65721,65721,52549,69286,84037,85373,76321,76321,50000,JNTUH
SVES,SRI VENKATESWARA ENGINEERING COLLEGE,SURYAPETA,SRP,COED,PVT,1998,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,53788,53788,67452,70397,77173,77173,53788,53788,78857,78857,53788,53788,85352,85352,67371,82191,50000,JNTUH
SVES,SRI VENKATESWARA ENGINEERING COLLEGE,SURYAPETA,SRP,COED,PVT,1998,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,71176,74844,85114,85114,82709,82709,71176,74844,71176,85308,71176,78161,85549,85549,80333,80333,50000,JNTUH
SVES,SRI VENKATESWARA ENGINEERING COLLEGE,SURYAPETA,SRP,COED,PVT,1998,MEC,MECHANICAL ENGINEERING,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,50000,JNTUH
SVIT,SWAMI VIVEKANANDA INST OF TECHNOLOGY,SECUNDERABAD,HYD,COED,PVT,2004,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),71562,79591,79896,83013,82453,83596,71562,79591,83082,83082,82852,82990,84111,84111,84653,84653,79350,JNTUH
SVIT,SWAMI VIVEKANANDA INST OF TECHNOLOGY,SECUNDERABAD,HYD,COED,PVT,2004,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),60563,60563,73394,81078,81025,81025,60563,60563,83187,83187,79920,79920,85475,85475,68370,68370,79350,JNTUH
SVIT,SWAMI VIVEKANANDA INST OF TECHNOLOGY,SECUNDERABAD,HYD,COED,PVT,2004,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),49783,75633,82438,82438,80768,83992,69916,75633,75352,75633,59843,76352,85860,85860,61177,75633,79350,JNTUH
SVIT,SWAMI VIVEKANANDA INST OF TECHNOLOGY,SECUNDERABAD,HYD,COED,PVT,2004,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,79350,JNTUH
SVSE,SVS GRP OF INSTNS - SVS INST OF TECH,HANAMKONDA,WGU,COED,PVT,2008,CIV,CIVIL ENGINEERING,55882,69691,81668,81668,82556,86106,55882,69691,83568,83568,55882,69691,85690,85690,86158,86158,60000,JNTUH
SVSE,SVS GRP OF INSTNS - SVS INST OF TECH,HANAMKONDA,WGU,COED,PVT,2008,CSE,COMPUTER SCIENCE  AND  ENGINEERING,57501,57501,82893,82893,85557,85557,57501,57501,74335,85103,79810,79810,85618,85618,76256,76256,60000,JNTUH
SVSE,SVS GRP OF INSTNS - SVS INST OF TECH,HANAMKONDA,WGU,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,60000,JNTUH
SVSE,SVS GRP OF INSTNS - SVS INST OF TECH,HANAMKONDA,WGU,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,60000,JNTUH
SVSE,SVS GRP OF INSTNS - SVS INST OF TECH,HANAMKONDA,WGU,COED,PVT,2008,MEC,MECHANICAL ENGINEERING,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,60000,JNTUH
SWIT,SWATHI INST OF TECHNOLOGY SCI,HAYATHNAGAR,RR,COED,PVT,2009,CSE,COMPUTER SCIENCE  AND  ENGINEERING,49493,49493,83871,83871,51298,51298,49493,49493,72612,80778,49493,70862,78083,81346,67521,67521,50000,OU
TCEK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,PEDDAPALLY,PDL,COED,PVT,2008,CSE,COMPUTER SCIENCE  AND  ENGINEERING,58616,58616,73947,73947,70553,70553,72484,72484,84823,84823,58616,58616,79863,79863,61625,62788,50000,JNTUH
TCEK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,PEDDAPALLY,PDL,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,76120,76120,76120,76120,76120,76120,76120,76120,76120,76120,76120,76120,78613,78613,76120,76120,50000,JNTUH
TCEK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,PEDDAPALLY,PDL,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,58896,58896,79491,79491,58896,58896,58896,58896,80243,80243,58896,58896,75271,75271,58896,58896,50000,JNTUH
TCTK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,KARIMNAGAR,KRM,COED,PVT,2008,CSE,COMPUTER SCIENCE  AND  ENGINEERING,62761,62761,82051,84443,83946,83946,62761,62761,77011,77011,75563,75563,83535,84569,79357,79357,52000,JNTUH
TCTK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,KARIMNAGAR,KRM,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,52000,JNTUH
TCTK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,KARIMNAGAR,KRM,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,37629,56577,37629,56577,37629,56577,37629,56577,37629,56577,37629,56577,37629,56577,71576,71576,52000,JNTUH
TKEM,TEEGALA KRISHNA REDDY ENGINEERING COLLEGE,MIRPET,RR,COED,PVT,2005,CIV,CIVIL ENGINEERING,53892,53892,72630,76049,80840,80840,53892,53892,83247,83247,53892,70035,84233,85307,79486,79486,65000,JNTUH
TKEM,TEEGALA KRISHNA REDDY ENGINEERING COLLEGE,MIRPET,RR,COED,PVT,2005,CSE,COMPUTER SCIENCE  AND  ENGINEERING,28311,28668,71750,76230,42535,46642,42411,42411,39680,45521,83994,83994,85091,85091,63725,76846,65000,JNTUH
TKEM,TEEGALA KRISHNA REDDY ENGINEERING COLLEGE,MIRPET,RR,COED,PVT,2005,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,53756,53756,66057,66057,54050,80969,55315,61170,60312,62203,64286,68352,86059,86059,84235,84235,65000,JNTUH
TKEM,TEEGALA KRISHNA REDDY ENGINEERING COLLEGE,MIRPET,RR,COED,PVT,2005,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,70421,74032,77071,77071,82468,82468,70421,74032,72793,74032,70421,74032,82923,82923,70421,83060,65000,JNTUH
TKEM,TEEGALA KRISHNA REDDY ENGINEERING COLLEGE,MIRPET,RR,COED,PVT,2005,INF,INFORMATION TECHNOLOGY,33836,33871,79176,79176,45920,53860,33836,33871,45691,51367,85083,85083,84958,84958,65751,75525,65000,JNTUH
TKRC,T K R COLLEGE OF ENGG AND TECHNOLOGY,MIRPET,RR,COED,PVT,2002,CIV,CIVIL ENGINEERING,49874,49874,84329,84329,78506,78506,66074,66074,81660,81660,65640,76339,72735,79897,65762,76053,70000,JNTUH
TKRC,T K R COLLEGE OF ENGG AND TECHNOLOGY,MIRPET,RR,COED,PVT,2002,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),29628,29628,49282,73967,44129,44129,29628,40573,43346,43346,62507,62507,29963,33273,78124,78124,70000,JNTUH
TKRC,T K R COLLEGE OF ENGG AND TECHNOLOGY,MIRPET,RR,COED,PVT,2002,CSE,COMPUTER SCIENCE  AND  ENGINEERING,17900,17900,47720,51243,26289,28089,26772,26772,26567,27363,50136,50136,66310,68045,47375,77368,70000,JNTUH
TKRC,T K R COLLEGE OF ENGG AND TECHNOLOGY,MIRPET,RR,COED,PVT,2002,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),23651,29911,55076,55076,35020,35020,38304,38304,37078,37078,40024,47467,67011,67011,30940,32831,70000,JNTUH
